title,id,clear_title
Шелехов,1069,шелехов
Шенкурск,1070,шенкурск
Шилка,1071,шилка
Шимановск,1072,шимановск
Шиханы,1073,шиханы
Шлиссельбург,1074,шлиссельбург
Шумерля,1075,шумерля
Шумиха,1076,шумиха
Шуя,1077,шуя
Щекино,1078,щекино
Щелкино,1079,щелкино
Щербинка,1080,щербинка
Щигры,1081,щигры
Щучье,1082,щучье
Электрогорск,1083,электрогорск
Электросталь,1084,электросталь
Электроугли,1085,электроугли
Элиста,1086,элиста
Энгельс,1087,энгельс
Эртиль,1088,эртиль
Юбилейный,1089,юбилейный
Югорск,1090,югорск
Южа,1091,южа
Южно-Сахалинск,1092,южно сахалинск
Южно-Сухокумск,1093,южно сухокумск
Южноуральск,1094,южноуральск
Юрга,1095,юрга
Юрьевец,1096,юрьевец
Юрьев-Польский,1097,юрьев польский
Юрюзань,1098,юрюзань
Юхнов,1099,юхнов
Ядрин,1100,ядрин
Якутск,1101,якутск
Ялта,1102,ялта
Ялуторовск,1103,ялуторовск
Янаул,1104,янаул
Яранск,1105,яранск
Яровое,1106,яровое
Ярославль,1107,ярославль
Ярцево,1108,ярцево
Ясногорск,1109,ясногорск
Ясный,1110,ясный
Яхрома,1111,яхрома
Не указан,1112,не указан
